Código Município Completo,Nome_Município,UF,CAPAG,Indicador 1,Nota 1,Indicador 2,Nota 2,Indicador 3,Nota 3,ICF
1508126,Ulianópolis,PA,C,"1,36%",A,"98,88%",C,"-15,38%",C,Bicf
1508159,Uruará,PA,C,"32,17%",A,"96,77%",C,"-8,58%",C,Bicf
1508209,Vigia,PA,n.d.,"8,46%",A,n.d.,n.d.,"-2,11%",C,Cicf
1508308,Viseu,PA,C,"47,59%",A,"88,24%",B,"-15,08%",C,Bicf
1508357,Vitória do Xingu,PA,C,"16,05%",A,"88,94%",B,"-12,12%",C,Bicf
1508407,Xinguara,PA,C,"10,72%",A,"95,68%",C,"0,00%",C,Cicf
1600055,Serra do Navio,AP,C,"30,61%",A,"114,87%",C,"-35,93%",C,Bicf
1600105,Amapá,AP,n.e.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Eicf
1600154,Pedra Branca do Amapari,AP,C,"0,00%",A,"107,96%",C,"-22,76%",C,Bicf
1600204,Calçoene,AP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Eicf
1600212,Cutias,AP,#N/A,n.d.,n.d.,n.d.,n.d.,#N/A,#N/A,Eicf
1600238,Ferreira Gomes,AP,n.d.,"21,64%",A,"101,96%",C,n.d.,n.d.,Dicf
1600253,Itaubal,AP,n.d.,"45,63%",A,"115,07%",C,n.d.,n.d.,Cicf
1600279,Laranjal do Jari,AP,n.e.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Eicf
1600303,Macapá,AP,B,"21,30%",A,"93,56%",B,"2,17%",B,Bicf
1600402,Mazagão,AP,C,"0,43%",A,"93,76%",B,"-18,12%",C,Bicf
1600501,Oiapoque,AP,n.d.,"4,13%",A,"118,66%",C,n.d.,n.d.,Cicf
1600535,Porto Grande,AP,n.d.,"7,69%",A,n.d.,n.d.,"-20,86%",C,Cicf
1600550,Pracuúba,AP,C,"26,34%",A,"100,66%",C,"-35,18%",C,Bicf
1600600,Santana,AP,C,"0,00%",A,"95,49%",C,"-16,67%",C,Bicf
1600709,Tartarugalzinho,AP,n.d.,"38,31%",A,"104,60%",C,n.d.,n.d.,Cicf
1600808,Vitória do Jari,AP,n.d.,"56,47%",A,"116,67%",C,n.d.,n.d.,Cicf
1700251,Abreulândia,TO,C,"8,10%",A,"96,92%",C,"-6,30%",C,Bicf
1700301,Aguiarnópolis,TO,n.d.,"4,93%",A,"97,31%",C,n.d.,n.d.,Cicf
1700350,Aliança do Tocantins,TO,C,"0,18%",A,"107,52%",C,"2,43%",B,Cicf
1700400,Almas,TO,B,"21,66%",A,"88,82%",B,"1,05%",B,Cicf
1700707,Alvorada,TO,C,"29,90%",A,"97,24%",C,"1,72%",B,Dicf
1701002,Ananás,TO,C,"14,14%",A,"107,44%",C,"-4,04%",C,Cicf
1701051,Angico,TO,n.d.,"14,62%",A,n.d.,n.d.,"-0,47%",C,Cicf
1701101,Aparecida do Rio Negro,TO,n.d.,"10,10%",A,n.d.,n.d.,"-1,39%",C,Cicf
1701309,Aragominas,TO,n.d.,"14,25%",A,"94,69%",B,n.d.,n.d.,Bicf
1701903,Araguacema,TO,n.d.,"12,32%",A,"64,07%",A,n.d.,n.d.,Cicf
1702000,Araguaçu,TO,n.d.,"15,11%",A,"95,06%",C,n.d.,n.d.,Cicf
1702109,Araguaína,TO,A,"34,25%",A,"89,30%",B,"28,70%",A,Dicf
1702158,Araguanã,TO,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
1702208,Araguatins,TO,C,"35,78%",A,"91,41%",B,"-12,69%",C,Cicf
1702307,Arapoema,TO,n.d.,"44,65%",A,n.d.,n.d.,"1,91%",B,Cicf
1702406,Arraias,TO,C,"17,60%",A,"87,98%",B,"-1,54%",C,Dicf
1702554,Augustinópolis,TO,C,"6,99%",A,"95,25%",C,"7,67%",A,Bicf
1702703,Aurora do Tocantins,TO,C,"4,29%",A,"97,10%",C,"-4,46%",C,Cicf
1702901,Axixá do Tocantins,TO,n.d.,"23,59%",A,"91,97%",B,n.d.,n.d.,Bicf
1703008,Babaçulândia,TO,C,"42,80%",A,"96,68%",C,"-2,25%",C,Bicf
1703057,Bandeirantes do Tocantins,TO,n.d.,"26,19%",A,n.d.,n.d.,"1,36%",B,Cicf
1703073,Barra do Ouro,TO,C,"16,28%",A,"92,14%",B,"-0,48%",C,Bicf
1703107,Barrolândia,TO,C,"16,15%",A,"94,29%",B,"-0,06%",C,Bicf
1703206,Bernardo Sayão,TO,B,"0,91%",A,"92,38%",B,"3,00%",B,Bicf
1703305,Bom Jesus do Tocantins,TO,n.d.,"14,77%",A,n.d.,n.d.,n.d.,n.d.,Bicf
1703602,Brasilândia do Tocantins,TO,C,"9,19%",A,"87,53%",B,"-0,40%",C,Cicf
1703701,Brejinho de Nazaré,TO,C,"16,95%",A,"109,32%",C,"4,55%",B,Cicf
1703800,Buriti do Tocantins,TO,A,"21,14%",A,"93,51%",B,"9,28%",A,Bicf
1703826,Cachoeirinha,TO,C,"26,87%",A,"100,83%",C,"-3,80%",C,Bicf
1703842,Campos Lindos,TO,n.d.,"5,76%",A,n.d.,n.d.,"6,54%",A,Bicf
1703867,Cariri do Tocantins,TO,n.d.,n.d.,n.d.,"128,51%",C,n.d.,n.d.,Dicf
1703883,Carmolândia,TO,n.d.,"6,84%",A,n.d.,n.d.,"-8,40%",C,Cicf
1703891,Carrasco Bonito,TO,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
1703909,Caseara,TO,n.d.,"1,00%",A,n.d.,n.d.,"-9,63%",C,Bicf
1704105,Centenário,TO,C,"20,87%",A,"100,76%",C,"0,59%",B,Cicf
1704600,Chapada de Areia,TO,C,"1,02%",A,"112,31%",C,"-0,07%",C,Cicf
1705102,Chapada da Natividade,TO,C,"32,01%",A,"105,23%",C,"-6,74%",C,Dicf
1705508,Colinas do Tocantins,TO,n.d.,"24,60%",A,n.d.,n.d.,"5,53%",A,Dicf
1705557,Combinado,TO,B,"9,79%",A,"92,55%",B,"1,34%",B,Cicf
1705607,Conceição do Tocantins,TO,B,"7,18%",A,"90,28%",B,"0,32%",B,Dicf
1706001,Couto Magalhães,TO,n.d.,"11,14%",A,"82,69%",A,n.d.,n.d.,Bicf
1706100,Cristalândia,TO,C,"1,74%",A,"95,26%",C,"-2,57%",C,Cicf
1706258,Crixás do Tocantins,TO,C,"6,39%",A,"96,64%",C,"-4,87%",C,Cicf
1706506,Darcinópolis,TO,n.d.,"10,81%",A,n.d.,n.d.,"-8,55%",C,Bicf
1707009,Dianópolis,TO,n.d.,"8,17%",A,"89,48%",B,n.d.,n.d.,Cicf
1707108,Divinópolis do Tocantins,TO,C,"15,16%",A,"72,57%",A,"-4,19%",C,Cicf
1707207,Dois Irmãos do Tocantins,TO,A,"2,04%",A,"85,88%",B,"21,41%",A,Cicf
1707306,Dueré,TO,n.d.,"8,65%",A,"113,41%",C,n.d.,n.d.,Dicf
1707405,Esperantina,TO,C,"59,35%",A,"95,65%",C,"-0,56%",C,Cicf
1707553,Fátima,TO,n.d.,"1,57%",A,"84,03%",A,n.d.,n.d.,Bicf
1707652,Figueirópolis,TO,n.d.,"8,19%",A,"95,77%",C,n.d.,n.d.,Cicf
1707702,Filadélfia,TO,n.d.,"1,84%",A,"100,97%",C,n.d.,n.d.,Bicf
1708205,Formoso do Araguaia,TO,n.d.,"16,20%",A,n.d.,n.d.,"1,48%",B,Cicf
1708254,Tabocão,TO,n.d.,"0,90%",A,n.d.,n.d.,"-2,71%",C,Cicf
1708304,Goianorte,TO,n.d.,"7,73%",A,n.d.,n.d.,"0,16%",B,Cicf
1709005,Goiatins,TO,n.d.,"61,68%",B,n.d.,n.d.,"0,45%",B,Cicf
1709302,Guaraí,TO,n.d.,"19,76%",A,n.d.,n.d.,"1,60%",B,Cicf
1709500,Gurupi,TO,A,"46,94%",A,"83,66%",A,"3,85%",B,Cicf
1709807,Ipueiras,TO,n.e.,"6,97%",A,n.d.,n.d.,"-10,24%",C,Eicf
1710508,Itacajá,TO,n.d.,"29,36%",A,n.d.,n.d.,"0,08%",B,Bicf
1710706,Itaguatins,TO,n.d.,"18,91%",A,n.d.,n.d.,"-12,25%",C,Bicf
1710904,Itapiratins,TO,n.d.,"22,21%",A,n.d.,n.d.,"0,15%",B,Bicf
1711100,Itaporã do Tocantins,TO,C,"16,24%",A,"105,07%",C,"-9,83%",C,Cicf
1711506,Jaú do Tocantins,TO,C,"14,50%",A,"95,95%",C,"0,22%",B,Dicf
1711803,Juarina,TO,C,"5,11%",A,"94,41%",B,"-0,40%",C,Bicf
1711902,Lagoa da Confusão,TO,C,"26,47%",A,"92,80%",B,"-6,45%",C,Cicf
1711951,Lagoa do Tocantins,TO,C,"25,16%",A,"97,95%",C,"-0,05%",C,Cicf
1712009,Lajeado,TO,C,"12,44%",A,"88,66%",B,"-0,17%",C,Cicf
1712157,Lavandeira,TO,C,"7,67%",A,"87,95%",B,"-10,27%",C,Cicf
1712405,Lizarda,TO,C,"9,17%",A,"97,57%",C,"-0,64%",C,Bicf
1712454,Luzinópolis,TO,n.d.,"9,24%",A,"106,87%",C,n.d.,n.d.,Cicf
1712504,Marianópolis do Tocantins,TO,n.d.,"0,52%",A,"96,33%",C,n.d.,n.d.,Bicf
1712702,Mateiros,TO,B,"16,81%",A,"94,62%",B,"0,06%",B,Bicf
1712801,Maurilândia do Tocantins,TO,B,"17,48%",A,"94,06%",B,"2,37%",B,Cicf
1713205,Miracema do Tocantins,TO,A,"27,98%",A,"81,27%",A,"3,37%",B,Cicf
1713304,Miranorte,TO,C,"15,82%",A,"84,18%",A,"-3,50%",C,Dicf
1713601,Monte do Carmo,TO,n.d.,"2,69%",A,"93,16%",B,n.d.,n.d.,Cicf
1713700,Monte Santo do Tocantins,TO,n.d.,"16,02%",A,"99,28%",C,n.d.,n.d.,Cicf
1713809,Palmeiras do Tocantins,TO,n.d.,"5,02%",A,"90,53%",B,n.d.,n.d.,Bicf
1713957,Muricilândia,TO,n.e.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Eicf
1714203,Natividade,TO,n.d.,"10,16%",A,"86,09%",B,n.d.,n.d.,Bicf
1714302,Nazaré,TO,n.d.,"8,98%",A,n.d.,n.d.,n.d.,n.d.,Cicf
1714880,Nova Olinda,TO,A,"10,59%",A,"85,05%",B,"6,36%",A,Cicf
1715002,Nova Rosalândia,TO,A,"6,42%",A,"90,30%",B,"8,12%",A,Bicf
1715101,Novo Acordo,TO,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
1715150,Novo Alegre,TO,n.d.,"0,24%",A,"91,70%",B,n.d.,n.d.,Cicf
1715259,Novo Jardim,TO,n.d.,"1,03%",A,n.d.,n.d.,"-7,82%",C,Cicf
1715507,Oliveira de Fátima,TO,C,"13,76%",A,"91,26%",B,"-0,83%",C,Dicf
1715705,Palmeirante,TO,C,"20,25%",A,"104,69%",C,"-13,06%",C,Bicf
1715754,Palmeirópolis,TO,C,"6,61%",A,"90,40%",B,"-5,92%",C,Cicf
1716109,Paraíso do Tocantins,TO,A,"6,72%",A,"87,70%",B,"7,23%",A,Cicf
1716208,Paranã,TO,C,"20,60%",A,"100,38%",C,"-2,82%",C,Dicf
1716307,Pau D'Arco,TO,n.d.,"3,26%",A,n.d.,n.d.,"-0,85%",C,Bicf
1716505,Pedro Afonso,TO,n.d.,"14,25%",A,n.d.,n.d.,"1,90%",B,Cicf
1716604,Peixe,TO,n.d.,"16,10%",A,"92,70%",B,n.d.,n.d.,Bicf
1716653,Pequizeiro,TO,C,"12,61%",A,"98,94%",C,"-5,25%",C,Cicf
1716703,Colméia,TO,n.d.,"2,94%",A,n.d.,n.d.,"-0,83%",C,Cicf
1717008,Pindorama do Tocantins,TO,n.d.,"9,22%",A,"59,71%",A,n.d.,n.d.,Bicf
1717206,Piraquê,TO,n.d.,"7,16%",A,n.d.,n.d.,"-2,06%",C,Bicf
1717503,Pium,TO,n.d.,"1,72%",A,"110,13%",C,n.d.,n.d.,Dicf
1717800,Ponte Alta do Bom Jesus,TO,C,"20,53%",A,"96,33%",C,"-2,67%",C,Cicf
1717909,Ponte Alta do Tocantins,TO,B,"12,31%",A,"88,91%",B,"2,20%",B,Cicf
1718006,Porto Alegre do Tocantins,TO,n.d.,"7,87%",A,n.d.,n.d.,"-0,04%",C,Bicf
1718204,Porto Nacional,TO,C,"16,18%",A,"85,83%",B,"-2,85%",C,Dicf
1718303,Praia Norte,TO,C,"5,47%",A,"95,86%",C,"-2,58%",C,Cicf
1718402,Presidente Kennedy,TO,B,"14,13%",A,"90,21%",B,"2,53%",B,Cicf
1718451,Pugmil,TO,n.d.,"14,40%",A,"106,21%",C,n.d.,n.d.,Cicf
1718501,Recursolândia,TO,n.d.,"1,42%",A,n.d.,n.d.,n.d.,n.d.,Cicf
1718550,Riachinho,TO,n.d.,"0,01%",A,"93,43%",B,n.d.,n.d.,Bicf
1718659,Rio da Conceição,TO,n.d.,"4,35%",A,n.d.,n.d.,n.d.,n.d.,Cicf
1718709,Rio dos Bois,TO,C,"13,61%",A,"104,01%",C,"-0,38%",C,Cicf
1718758,Rio Sono,TO,C,"20,04%",A,"97,71%",C,"-1,29%",C,Dicf
1718808,Sampaio,TO,B,"2,44%",A,"92,97%",B,"4,32%",B,Bicf
1718840,Sandolândia,TO,n.d.,"29,58%",A,"112,43%",C,n.d.,n.d.,Dicf
1718865,Santa Fé do Araguaia,TO,n.d.,"15,25%",A,n.d.,n.d.,"0,60%",B,Cicf
1718881,Santa Maria do Tocantins,TO,n.d.,"2,09%",A,n.d.,n.d.,n.d.,n.d.,Cicf
1718899,Santa Rita do Tocantins,TO,n.d.,"35,52%",A,n.d.,n.d.,"-0,88%",C,Cicf
1718907,Santa Rosa do Tocantins,TO,B,"2,72%",A,"94,91%",B,"0,64%",B,Cicf
1719004,Santa Tereza do Tocantins,TO,C,"24,71%",A,"116,23%",C,"-6,00%",C,Dicf
1720002,Santa Terezinha do Tocantins,TO,B,"0,80%",A,"88,27%",B,"2,14%",B,Bicf
1720101,São Bento do Tocantins,TO,C,"14,22%",A,"97,36%",C,"1,06%",B,Cicf
1720150,São Félix do Tocantins,TO,C,"11,84%",A,"100,53%",C,"-2,01%",C,Cicf
1720200,São Miguel do Tocantins,TO,C,"27,49%",A,"86,81%",B,"-0,08%",C,Bicf
1720259,São Salvador do Tocantins,TO,C,"16,54%",A,"97,47%",C,"-9,44%",C,Bicf
1720309,São Sebastião do Tocantins,TO,C,"7,71%",A,"98,04%",C,"-0,12%",C,Bicf
1720499,São Valério,TO,B,"1,83%",A,"94,55%",B,"4,50%",B,Bicf
1720655,Silvanópolis,TO,n.d.,"19,49%",A,"90,61%",B,n.d.,n.d.,Cicf
1720804,Sítio Novo do Tocantins,TO,C,"15,39%",A,"102,73%",C,"0,19%",B,Cicf
1720853,Sucupira,TO,n.d.,"8,24%",A,"91,70%",B,n.d.,n.d.,Dicf
1720903,Taguatinga,TO,n.d.,"10,12%",A,"97,14%",C,n.d.,n.d.,Cicf
1720937,Taipas do Tocantins,TO,n.d.,"21,48%",A,"77,28%",A,n.d.,n.d.,Cicf
1720978,Talismã,TO,C,"7,22%",A,"98,93%",C,"0,17%",B,Cicf
1721000,Palmas,TO,B+,"15,74%",A,"86,82%",B,"0,17%",B,Aicf
1721109,Tocantínia,TO,C,"15,23%",A,"96,66%",C,"0,06%",B,Cicf
1721208,Tocantinópolis,TO,n.d.,"11,22%",A,n.d.,n.d.,"1,27%",B,Bicf
1721257,Tupirama,TO,C,"9,28%",A,"99,49%",C,"0,32%",B,Cicf
1721307,Tupiratins,TO,C,"0,00%",A,"100,27%",C,"-0,67%",C,Cicf
1722081,Wanderlândia,TO,n.d.,n.d.,n.d.,"92,70%",B,n.d.,n.d.,Bicf
1722107,Xambioá,TO,B,"28,08%",A,"92,82%",B,"0,41%",B,Dicf
2100055,Açailândia,MA,B,"9,34%",A,"88,27%",B,"0,62%",B,Cicf
2100105,Afonso Cunha,MA,C,"0,00%",A,"91,11%",B,"-17,69%",C,Bicf
2100154,Água Doce do Maranhão,MA,C,"92,99%",B,"95,42%",C,"-8,53%",C,Cicf
2100204,Alcântara,MA,C,"0,02%",A,"94,72%",B,"-2,43%",C,Bicf
2100303,Aldeias Altas,MA,C,"25,96%",A,"92,33%",B,"-2,64%",C,Bicf
2100402,Altamira do Maranhão,MA,C,"0,00%",A,"96,24%",C,"0,00%",C,Cicf
2100436,Alto Alegre do Maranhão,MA,B,"3,39%",A,"94,96%",B,"1,65%",B,Dicf
2100477,Alto Alegre do Pindaré,MA,B,"0,00%",A,"88,92%",B,"0,95%",B,Cicf
2100501,Alto Parnaíba,MA,n.d.,"0,00%",A,"99,14%",C,n.d.,n.d.,Cicf
2100550,Amapá do Maranhão,MA,A,"7,25%",A,"84,71%",A,"1,00%",B,Bicf
2100600,Amarante do Maranhão,MA,C,"1,58%",A,"96,94%",C,"-5,03%",C,Cicf
2100709,Anajatuba,MA,A,"0,00%",A,"83,85%",A,"2,40%",B,Dicf
2100808,Anapurus,MA,B,"0,00%",A,"91,45%",B,"3,77%",B,Dicf
2100832,Apicum-Açu,MA,C,"11,74%",A,"90,96%",B,"-1,26%",C,Cicf
2100873,Araguanã,MA,C,"16,43%",A,"96,81%",C,"-6,22%",C,Dicf
2100907,Araioses,MA,A,"0,00%",A,"80,62%",A,"45,08%",A,Bicf
2100956,Arame,MA,C,"1,03%",A,"96,56%",C,"-10,69%",C,Bicf
2101004,Arari,MA,n.d.,"24,69%",A,"94,50%",B,n.d.,n.d.,Bicf
2101103,Axixá,MA,C,"0,40%",A,"96,79%",C,"-2,64%",C,Dicf
2101202,Bacabal,MA,B,"20,40%",A,"89,19%",B,"0,11%",B,Cicf
2101251,Bacabeira,MA,C,"0,00%",A,"96,93%",C,"1,37%",B,Dicf
2101301,Bacuri,MA,C,"0,06%",A,"90,98%",B,"0,00%",C,Dicf
2101350,Bacurituba,MA,C,"0,21%",A,"90,68%",B,"-5,77%",C,Cicf
2101400,Balsas,MA,B,"9,66%",A,"91,80%",B,"1,16%",B,Cicf
2101509,Barão de Grajaú,MA,C,"0,00%",A,"88,85%",B,"0,00%",C,Cicf
2101608,Barra do Corda,MA,C,"0,00%",A,"104,45%",C,"-45,81%",C,Bicf
2101707,Barreirinhas,MA,C,"0,00%",A,"93,55%",B,"-4,48%",C,Dicf
2101731,Belágua,MA,C,"13,98%",A,"101,28%",C,"-6,08%",C,Cicf
2101772,Bela Vista do Maranhão,MA,C,"0,00%",A,"89,07%",B,"-14,24%",C,Dicf
2101806,Benedito Leite,MA,C,"0,09%",A,"92,71%",B,"-0,26%",C,Bicf
2101905,Bequimão,MA,C,"0,00%",A,"100,93%",C,"-12,91%",C,Cicf
2101939,Bernardo do Mearim,MA,C,"0,00%",A,"71,93%",A,"-8,31%",C,Cicf
2101970,Boa Vista do Gurupi,MA,C,"37,39%",A,"83,99%",A,"-3,41%",C,Cicf
2102002,Bom Jardim,MA,C,"19,61%",A,"96,32%",C,"-13,42%",C,Bicf
2102036,Bom Jesus das Selvas,MA,C,"20,93%",A,"103,41%",C,"-25,35%",C,Bicf
2102077,Bom Lugar,MA,C,"0,00%",A,"77,08%",A,"-2,65%",C,Bicf
2102101,Brejo,MA,n.d.,"8,56%",A,"96,93%",C,n.d.,n.d.,Bicf
2102150,Brejo de Areia,MA,C,"2,27%",A,"99,59%",C,"0,00%",C,Dicf
2102200,Buriti,MA,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Cicf
2102309,Buriti Bravo,MA,C,"9,25%",A,"94,49%",B,"-17,18%",C,Bicf
2102325,Buriticupu,MA,C,"14,20%",A,"91,80%",B,"-12,84%",C,Cicf
2102358,Buritirana,MA,B,"0,00%",A,"93,18%",B,"2,02%",B,Cicf
2102374,Cachoeira Grande,MA,n.d.,"6,41%",A,n.d.,n.d.,"0,00%",C,Dicf
2102408,Cajapió,MA,B,"16,09%",A,"92,35%",B,"4,02%",B,Cicf
2102507,Cajari,MA,C,"0,24%",A,"97,42%",C,"-12,98%",C,Cicf
2102556,Campestre do Maranhão,MA,C,"13,82%",A,"95,79%",C,"-4,80%",C,Cicf
2102606,Cândido Mendes,MA,B,"2,38%",A,"87,14%",B,"0,58%",B,Cicf
2102705,Cantanhede,MA,C,"0,00%",A,"97,48%",C,"3,12%",B,Cicf
2102754,Capinzal do Norte,MA,C,"0,41%",A,"99,84%",C,"12,42%",A,Cicf
2102804,Carolina,MA,C,"1,68%",A,"98,88%",C,"-19,41%",C,Cicf
2102903,Carutapera,MA,C,"2,78%",A,"95,59%",C,"-18,33%",C,Dicf
2103000,Caxias,MA,B,"16,59%",A,"94,44%",B,"1,79%",B,Dicf
2103109,Cedral,MA,C,"0,61%",A,"97,75%",C,"0,00%",C,Cicf
2103125,Central do Maranhão,MA,B,"0,00%",A,"94,04%",B,"1,17%",B,Cicf
2103158,Centro do Guilherme,MA,B,"5,92%",A,"88,00%",B,"0,66%",B,Dicf
2103174,Centro Novo do Maranhão,MA,n.e.,"0,00%",A,n.d.,n.d.,"-35,15%",C,Eicf
2103208,Chapadinha,MA,C,"0,00%",A,"93,76%",B,"0,00%",C,Dicf
2103257,Cidelândia,MA,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,Bicf
2103307,Codó,MA,C,"18,91%",A,"101,58%",C,"-8,85%",C,Bicf
2103406,Coelho Neto,MA,C,"0,07%",A,"97,25%",C,"-11,32%",C,Cicf
2103505,Colinas,MA,n.d.,"4,36%",A,"96,83%",C,n.d.,n.d.,Cicf
2103554,Conceição do Lago-Açu,MA,C,"0,35%",A,"88,85%",B,"-22,40%",C,Bicf
2103604,Coroatá,MA,n.d.,"1,39%",A,"97,88%",C,n.d.,n.d.,Dicf
2103703,Cururupu,MA,C,"0,00%",A,"98,75%",C,"-29,45%",C,Cicf
2103752,Davinópolis,MA,C,"0,00%",A,"97,07%",C,"0,33%",B,Cicf
2103802,Dom Pedro,MA,C,"5,84%",A,"97,97%",C,"-8,49%",C,Dicf
2103901,Duque Bacelar,MA,C,"0,00%",A,"94,44%",B,"-5,37%",C,Dicf
2104008,Esperantinópolis,MA,C,"0,12%",A,"91,35%",B,"-0,10%",C,Bicf
2104057,Estreito,MA,A,"8,29%",A,"81,87%",A,"3,71%",B,Dicf
2104073,Feira Nova do Maranhão,MA,n.d.,"0,00%",A,"98,85%",C,n.d.,n.d.,Dicf
2104081,Fernando Falcão,MA,C,"0,00%",A,"98,04%",C,"-2,05%",C,Cicf
2104099,Formosa da Serra Negra,MA,C,"0,01%",A,"95,09%",C,"-28,56%",C,Dicf
2104107,Fortaleza dos Nogueiras,MA,n.d.,"2,10%",A,"95,98%",C,n.d.,n.d.,Dicf
2104206,Fortuna,MA,C,"0,00%",A,"91,84%",B,"-40,33%",C,Bicf
2104305,Godofredo Viana,MA,C,"0,00%",A,"99,74%",C,"-6,49%",C,Bicf
2104404,Gonçalves Dias,MA,C,"5,15%",A,"100,11%",C,"2,55%",B,Cicf
2104503,Governador Archer,MA,C,"0,00%",A,"105,99%",C,"-29,32%",C,Dicf
2104552,Governador Edison Lobão,MA,C,"0,00%",A,"102,86%",C,"0,07%",B,Dicf
2104602,Governador Eugênio Barros,MA,B,"19,85%",A,"93,53%",B,"0,45%",B,Cicf
2104628,Governador Luiz Rocha,MA,C,"12,41%",A,"102,64%",C,"0,00%",C,Cicf
2104651,Governador Newton Bello,MA,C,"0,00%",A,"87,04%",B,"0,00%",C,Cicf
2104677,Governador Nunes Freire,MA,n.d.,"0,60%",A,"95,52%",C,n.d.,n.d.,Cicf
2104701,Graça Aranha,MA,C,"0,00%",A,"96,75%",C,"-19,11%",C,Cicf
2104800,Grajaú,MA,n.e.,"0,00%",A,"94,36%",B,n.d.,n.d.,Eicf
2104909,Guimarães,MA,C,"12,33%",A,"98,11%",C,"-14,71%",C,Bicf
2105005,Humberto de Campos,MA,B,"2,31%",A,"90,31%",B,"3,58%",B,Cicf
2105104,Icatu,MA,C,"43,90%",A,"91,98%",B,"-8,39%",C,Cicf
2105153,Igarapé do Meio,MA,A,"0,00%",A,"83,58%",A,"1,27%",B,Cicf
2105203,Igarapé Grande,MA,n.d.,n.d.,n.d.,"90,15%",B,n.d.,n.d.,Cicf
2105302,Imperatriz,MA,n.d.,"17,55%",A,"97,86%",C,n.d.,n.d.,Cicf
2105351,Itaipava do Grajaú,MA,C,"0,00%",A,"99,16%",C,"2,79%",B,Bicf
2105401,Itapecuru Mirim,MA,C,"4,01%",A,"99,75%",C,"-15,99%",C,Bicf
2105427,Itinga do Maranhão,MA,n.d.,"11,79%",A,"97,46%",C,n.d.,n.d.,Cicf
2105450,Jatobá,MA,C,"0,07%",A,"95,77%",C,"0,00%",C,Cicf
2105476,Jenipapo dos Vieiras,MA,n.d.,"0,00%",A,"103,41%",C,n.d.,n.d.,Cicf
2105500,João Lisboa,MA,B,"1,33%",A,"93,36%",B,"0,21%",B,Dicf
2105609,Joselândia,MA,C,"0,10%",A,"95,81%",C,"1,40%",B,Cicf
2105658,Junco do Maranhão,MA,n.e.,"0,00%",A,"92,84%",B,"22,58%",A,Eicf
2105708,Lago da Pedra,MA,C,"36,59%",A,"101,63%",C,"-14,83%",C,Bicf
2105807,Lago do Junco,MA,C,"0,00%",A,"86,89%",B,"-16,31%",C,Bicf
2105906,Lago Verde,MA,C,"0,67%",A,"94,39%",B,"0,00%",C,Dicf
2105922,Lagoa do Mato,MA,A,"0,21%",A,"93,95%",B,"8,04%",A,Bicf
2105948,Lago dos Rodrigues,MA,C,"0,06%",A,"97,08%",C,"-20,95%",C,Bicf
2105963,Lagoa Grande do Maranhão,MA,C,"0,00%",A,"96,38%",C,"-9,90%",C,Cicf
2105989,Lajeado Novo,MA,n.d.,"7,08%",A,"97,15%",C,n.d.,n.d.,Bicf
2106003,Lima Campos,MA,C,"0,45%",A,"93,32%",B,"-15,25%",C,Cicf
2106102,Loreto,MA,C,"3,24%",A,"94,41%",B,"-3,98%",C,Bicf
2106201,Luís Domingues,MA,C,"0,17%",A,"97,10%",C,"-3,17%",C,Dicf
2106300,Magalhães de Almeida,MA,C,"6,14%",A,"97,36%",C,"2,25%",B,Bicf
2106326,Maracaçumé,MA,C,"19,73%",A,"94,37%",B,"-2,55%",C,Cicf
2106359,Marajá do Sena,MA,C,"0,01%",A,"88,00%",B,"-0,51%",C,Bicf
2106375,Maranhãozinho,MA,C,"20,86%",A,"87,89%",B,"-1,12%",C,Cicf
2106409,Mata Roma,MA,C,"14,41%",A,"101,35%",C,"1,58%",B,Bicf
2106508,Matinha,MA,C,"0,10%",A,"95,57%",C,"-2,74%",C,Dicf
2106607,Matões,MA,C,"7,05%",A,"93,33%",B,"-8,20%",C,Cicf
2106631,Matões do Norte,MA,B,"0,73%",A,"87,85%",B,"1,82%",B,Cicf
2106672,Milagres do Maranhão,MA,C,"0,00%",A,"97,75%",C,"-14,24%",C,Bicf
2106706,Mirador,MA,n.d.,"0,51%",A,"104,95%",C,n.d.,n.d.,Cicf
2106755,Miranda do Norte,MA,n.e.,"0,00%",A,n.d.,n.d.,"-15,87%",C,Eicf
2106805,Mirinzal,MA,n.d.,"14,96%",A,"92,22%",B,n.d.,n.d.,Dicf
2106904,Monção,MA,C,"9,63%",A,"99,89%",C,"-26,09%",C,Dicf
2107001,Montes Altos,MA,B,"0,00%",A,"93,21%",B,"2,89%",B,Cicf
2107100,Morros,MA,n.d.,"2,37%",A,"91,47%",B,n.d.,n.d.,Dicf
2107209,Nina Rodrigues,MA,n.d.,"30,57%",A,"100,04%",C,n.d.,n.d.,Dicf
